"formA","formB","scaled"
55,54,158.509359274018
60,60,171.369339024626
51,47,148.221375473532
43,41,127.645407872561
49,47,143.07738357329
58,61,166.225347124383
54,56,155.937363323897
68,69,191.945306625598
54,53,155.937363323897
57,60,163.653351174261
68,66,191.945306625598
55,55,158.509359274018
41,43,122.501415972318
46,57,135.361395722925
44,57,130.217403822682
46,46,135.361395722925
63,80,179.08532687499
55,56,158.509359274018
49,48,143.07738357329
39,45,117.357424072075
43,41,127.645407872561
58,59,166.225347124383
58,56,166.225347124383
50,48,145.649379523411
61,62,173.941334974747
40,47,119.929420022196
47,37,137.933391673047
41,48,122.501415972318
44,47,130.217403822682
54,56,155.937363323897
71,68,199.661294475962
41,42,122.501415972318
71,59,199.661294475962
59,74,168.797343074504
62,54,176.513330924869
62,68,176.513330924869
48,44,140.505387623168
57,63,163.653351174261
66,68,186.801314725355
71,68,199.661294475962
88,77,243.385225628027
72,69,202.233290426084
83,78,230.52524587742
53,54,153.365367373775
67,54,189.373310675476
60,67,171.369339024626
65,68,184.229318775233
60,49,171.369339024626
74,67,207.377282326327
55,55,158.509359274018
61,69,173.941334974747
62,59,176.513330924869
84,87,233.097241827541
51,42,148.221375473532
72,76,202.233290426084
77,65,215.093270176691
73,67,204.805286376205
63,62,179.08532687499
75,72,209.949278276448
71,68,199.661294475962
56,60,161.08135522414
64,64,181.657322825112
62,52,176.513330924869
73,68,204.805286376205
87,82,240.813229677906
66,63,186.801314725355
54,58,155.937363323897
59,44,168.797343074504
63,52,179.08532687499
82,76,227.953249927298
75,69,209.949278276448
69,73,194.517302575719
85,83,235.669237777663
63,58,179.08532687499
67,63,189.373310675476
68,62,191.945306625598
69,66,194.517302575719
54,54,155.937363323897
95,90,261.389197278878
84,86,233.097241827541
62,69,176.513330924869
83,79,230.52524587742
67,68,189.373310675476
67,58,189.373310675476
66,60,186.801314725355
78,75,217.665266126812
44,43,130.217403822682
79,80,220.237262076934
75,78,209.949278276448
69,64,194.517302575719
77,69,215.093270176691
50,52,145.649379523411
68,60,191.945306625598
81,75,225.381253977177
82,76,227.953249927298
83,77,230.52524587742
54,49,155.937363323897
86,74,238.241233727784
48,56,140.505387623168
78,79,217.665266126812
69,69,194.517302575719
62,57,176.513330924869
70,69,197.089298525841
86,88,238.241233727784
54,48,155.937363323897
58,48,166.225347124383
88,89,243.385225628027
63,66,179.08532687499
73,66,204.805286376205
64,65,181.657322825112
57,59,163.653351174261
64,54,181.657322825112
75,60,209.949278276448
62,64,176.513330924869
44,49,130.217403822682
54,57,155.937363323897
71,63,199.661294475962
55,59,158.509359274018
54,52,155.937363323897
81,69,225.381253977177
62,59,176.513330924869
69,63,194.517302575719
66,57,186.801314725355
76,74,212.521274226569
55,47,158.509359274018
71,69,199.661294475962
69,63,194.517302575719
49,41,143.07738357329
69,66,194.517302575719
64,50,181.657322825112
83,75,230.52524587742
50,42,145.649379523411
55,49,158.509359274018
87,79,240.813229677906
61,55,173.941334974747
66,63,186.801314725355
49,52,143.07738357329
71,68,199.661294475962
77,77,215.093270176691
66,65,186.801314725355
59,56,168.797343074504
62,58,176.513330924869
57,51,163.653351174261
75,69,209.949278276448
53,47,153.365367373775
68,73,191.945306625598
49,46,143.07738357329
63,60,179.08532687499
56,69,161.08135522414
55,54,158.509359274018
72,62,202.233290426084
57,51,163.653351174261
60,64,171.369339024626
78,70,217.665266126812
72,74,202.233290426084
72,72,202.233290426084
83,87,230.52524587742
79,71,220.237262076934
82,86,227.953249927298
51,47,148.221375473532
68,68,191.945306625598
60,57,171.369339024626
89,75,245.957221578149
62,57,176.513330924869
75,67,209.949278276448
71,66,199.661294475962
81,75,225.381253977177
80,74,222.809258027055
68,70,191.945306625598
71,64,199.661294475962
59,58,168.797343074504
78,73,217.665266126812
59,64,168.797343074504
75,76,209.949278276448
71,57,199.661294475962
69,68,194.517302575719
54,54,155.937363323897
84,73,233.097241827541
79,77,220.237262076934
58,68,166.225347124383
71,55,199.661294475962
85,85,235.669237777663
73,70,204.805286376205
61,62,173.941334974747
59,59,168.797343074504
49,55,143.07738357329
77,80,215.093270176691
71,77,199.661294475962
68,70,191.945306625598
76,82,212.521274226569
76,64,212.521274226569
79,73,220.237262076934
59,55,168.797343074504
79,73,220.237262076934
69,66,194.517302575719
56,53,161.08135522414
65,70,184.229318775233
74,72,207.377282326327
66,65,186.801314725355
69,68,194.517302575719
55,50,158.509359274018
72,67,202.233290426084
53,50,153.365367373775
76,69,212.521274226569
66,66,186.801314725355
83,72,230.52524587742
70,67,197.089298525841
66,64,186.801314725355
70,64,197.089298525841
67,63,189.373310675476
45,50,132.789399772804
87,70,240.813229677906
75,72,209.949278276448
61,67,173.941334974747
81,76,225.381253977177
73,72,204.805286376205
64,57,181.657322825112
59,62,168.797343074504
72,71,202.233290426084
64,63,181.657322825112
69,70,194.517302575719
65,60,184.229318775233
69,67,194.517302575719
74,69,207.377282326327
63,61,179.08532687499
73,68,204.805286376205
47,52,137.933391673047
64,74,181.657322825112
73,67,204.805286376205
80,74,222.809258027055
73,61,204.805286376205
71,68,199.661294475962
75,77,209.949278276448
70,74,197.089298525841
44,46,130.217403822682
64,61,181.657322825112
66,63,186.801314725355
49,53,143.07738357329
28,29,89.0654686207384
70,70,197.089298525841
78,73,217.665266126812
44,46,130.217403822682
53,59,153.365367373775
57,44,163.653351174261
65,60,184.229318775233
62,55,176.513330924869
40,41,119.929420022196
52,50,150.793371423654
41,35,122.501415972318
57,58,163.653351174261
51,39,148.221375473532
60,60,171.369339024626
50,48,145.649379523411
42,41,125.073411922439
65,57,184.229318775233
67,63,189.373310675476
71,75,199.661294475962
67,62,189.373310675476
74,68,207.377282326327
68,65,191.945306625598
61,64,173.941334974747
69,60,194.517302575719
55,55,158.509359274018
83,79,230.52524587742
69,69,194.517302575719
66,58,186.801314725355
82,71,227.953249927298
58,53,166.225347124383
80,73,222.809258027055
59,58,168.797343074504
65,57,184.229318775233
83,74,230.52524587742
68,69,191.945306625598
71,68,199.661294475962
76,76,212.521274226569
82,74,227.953249927298
73,81,204.805286376205
60,53,171.369339024626
67,63,189.373310675476
82,86,227.953249927298
73,72,204.805286376205
74,79,207.377282326327
64,53,181.657322825112
51,54,148.221375473532
82,72,227.953249927298
55,57,158.509359274018
80,73,222.809258027055
71,67,199.661294475962
67,72,189.373310675476
62,67,176.513330924869
75,74,209.949278276448
53,42,153.365367373775
63,65,179.08532687499
51,46,148.221375473532
55,63,158.509359274018
68,53,191.945306625598
67,57,189.373310675476
65,59,184.229318775233
62,65,176.513330924869
59,58,168.797343074504
71,64,199.661294475962
46,53,135.361395722925
65,56,184.229318775233
56,60,161.08135522414
63,53,179.08532687499
75,67,209.949278276448
69,58,194.517302575719
75,56,209.949278276448
53,53,153.365367373775
58,54,166.225347124383
52,48,150.793371423654
65,62,184.229318775233
60,53,171.369339024626
64,50,181.657322825112
70,66,197.089298525841
74,73,207.377282326327
53,48,153.365367373775
70,65,197.089298525841
51,46,148.221375473532
68,67,191.945306625598
47,44,137.933391673047
73,73,204.805286376205
56,48,161.08135522414
62,63,176.513330924869
64,62,181.657322825112
72,55,202.233290426084
44,48,130.217403822682
51,45,148.221375473532
60,52,171.369339024626
43,50,127.645407872561
70,72,197.089298525841
43,45,127.645407872561
52,41,150.793371423654
56,54,161.08135522414
47,53,137.933391673047
55,53,158.509359274018
59,62,168.797343074504
68,60,191.945306625598
45,29,132.789399772804
91,90,251.101213478392
77,72,215.093270176691
63,64,179.08532687499
86,77,238.241233727784
85,81,235.669237777663
82,70,227.953249927298
76,72,212.521274226569
73,75,204.805286376205
70,65,197.089298525841
81,81,225.381253977177
81,77,225.381253977177
90,81,248.52921752827
64,67,181.657322825112
78,74,217.665266126812
65,62,184.229318775233
83,82,230.52524587742
75,73,209.949278276448
86,80,238.241233727784
66,63,186.801314725355
54,60,155.937363323897
75,73,209.949278276448
82,69,227.953249927298
72,67,202.233290426084
63,65,179.08532687499
70,64,197.089298525841
52,49,150.793371423654
68,57,191.945306625598
68,73,191.945306625598
71,68,199.661294475962
51,48,148.221375473532
58,59,166.225347124383
72,75,202.233290426084
76,81,212.521274226569
60,55,171.369339024626
64,59,181.657322825112
84,76,233.097241827541
72,70,202.233290426084
68,71,191.945306625598
58,54,166.225347124383
65,58,184.229318775233
51,55,148.221375473532
61,54,173.941334974747
78,72,217.665266126812
51,49,148.221375473532
89,73,245.957221578149
57,62,163.653351174261
71,70,199.661294475962
79,76,220.237262076934
48,42,140.505387623168
63,56,179.08532687499
83,81,230.52524587742
80,69,222.809258027055
58,59,166.225347124383
82,78,227.953249927298
63,64,179.08532687499
77,77,215.093270176691
83,73,230.52524587742
69,71,194.517302575719
79,73,220.237262076934
71,73,199.661294475962
78,73,217.665266126812
69,70,194.517302575719
69,75,194.517302575719
64,60,181.657322825112
57,54,163.653351174261
75,67,209.949278276448
63,62,179.08532687499
73,65,204.805286376205
41,31,122.501415972318
86,79,238.241233727784
56,60,161.08135522414
57,63,163.653351174261
66,49,186.801314725355
52,43,150.793371423654
34,33,104.497444321467
57,38,163.653351174261
45,45,132.789399772804
57,57,163.653351174261
33,42,101.925448371346
56,52,161.08135522414
61,51,173.941334974747
66,52,186.801314725355
41,34,122.501415972318
63,62,179.08532687499
38,33,114.785428121953
54,46,155.937363323897
55,53,158.509359274018
42,30,125.073411922439
52,54,150.793371423654
56,60,161.08135522414
42,46,125.073411922439
64,58,181.657322825112
30,40,94.2094605209814
53,49,153.365367373775
54,46,155.937363323897
41,38,122.501415972318
42,28,125.073411922439
51,58,148.221375473532
66,62,186.801314725355
68,64,191.945306625598
72,64,202.233290426084
60,62,171.369339024626
63,58,179.08532687499
58,62,166.225347124383
34,35,104.497444321467
63,63,179.08532687499
36,42,109.64143622171
75,72,209.949278276448
69,64,194.517302575719
63,65,179.08532687499
58,52,166.225347124383
64,58,181.657322825112
48,36,140.505387623168
72,65,202.233290426084
58,52,166.225347124383
69,63,194.517302575719
58,69,166.225347124383
45,42,132.789399772804
94,89,258.817201328756
62,59,176.513330924869
82,82,227.953249927298
72,61,202.233290426084
58,55,166.225347124383
73,67,204.805286376205
64,62,181.657322825112
71,66,199.661294475962
70,69,197.089298525841
76,75,212.521274226569
47,43,137.933391673047
65,65,184.229318775233
54,43,155.937363323897
43,50,127.645407872561
66,60,186.801314725355
48,44,140.505387623168
59,60,168.797343074504
63,67,179.08532687499
48,52,140.505387623168
34,32,104.497444321467
60,49,171.369339024626
66,61,186.801314725355
43,45,127.645407872561
70,71,197.089298525841
44,48,130.217403822682
53,48,153.365367373775
50,54,145.649379523411
41,52,122.501415972318
36,36,109.64143622171
48,48,140.505387623168
44,33,130.217403822682
43,56,127.645407872561
47,47,137.933391673047
85,78,235.669237777663
56,54,161.08135522414
65,64,184.229318775233
38,38,114.785428121953
62,55,176.513330924869
48,41,140.505387623168
41,38,122.501415972318
47,48,137.933391673047
56,58,161.08135522414
65,57,184.229318775233
46,42,135.361395722925
25,29,81.349480770374
57,56,163.653351174261
59,58,168.797343074504
46,37,135.361395722925
59,67,168.797343074504
58,50,166.225347124383
53,53,153.365367373775
67,72,189.373310675476
60,58,171.369339024626
54,49,155.937363323897
44,37,130.217403822682
58,56,166.225347124383
49,50,143.07738357329
62,61,176.513330924869
73,64,204.805286376205
77,69,215.093270176691
61,57,173.941334974747
65,59,184.229318775233
61,60,173.941334974747
68,68,191.945306625598
62,59,176.513330924869
54,45,155.937363323897
64,66,181.657322825112
41,48,122.501415972318
68,66,191.945306625598
62,73,176.513330924869
51,42,148.221375473532
56,49,161.08135522414
61,57,173.941334974747
83,78,230.52524587742
45,44,132.789399772804
59,51,168.797343074504
65,55,184.229318775233
84,82,233.097241827541
69,66,194.517302575719
92,80,253.673209428513
77,79,215.093270176691
60,64,171.369339024626
86,78,238.241233727784
73,79,204.805286376205
72,68,202.233290426084
68,66,191.945306625598
66,66,186.801314725355
58,58,166.225347124383
67,64,189.373310675476
68,64,191.945306625598
80,88,222.809258027055
73,65,204.805286376205
64,67,181.657322825112
63,54,179.08532687499
71,70,199.661294475962
67,71,189.373310675476
59,56,168.797343074504
53,50,153.365367373775
80,73,222.809258027055
67,58,189.373310675476
77,64,215.093270176691
80,78,222.809258027055
55,52,158.509359274018
68,64,191.945306625598
59,63,168.797343074504
76,67,212.521274226569
59,58,168.797343074504
59,59,168.797343074504
80,77,222.809258027055
77,70,215.093270176691
62,63,176.513330924869
67,69,189.373310675476
64,61,181.657322825112
68,71,191.945306625598
73,75,204.805286376205
52,60,150.793371423654
76,75,212.521274226569
69,60,194.517302575719
72,77,202.233290426084
62,67,176.513330924869
55,53,158.509359274018
51,52,148.221375473532
85,75,235.669237777663
76,74,212.521274226569
79,75,220.237262076934
54,62,155.937363323897
64,61,181.657322825112
68,57,191.945306625598
82,64,227.953249927298
79,73,220.237262076934
67,60,189.373310675476
57,60,163.653351174261
52,55,150.793371423654
65,67,184.229318775233
50,54,145.649379523411
67,59,189.373310675476
40,44,119.929420022196
70,62,197.089298525841
58,55,166.225347124383
76,78,212.521274226569
74,65,207.377282326327
48,49,140.505387623168
59,61,168.797343074504
47,45,137.933391673047
73,70,204.805286376205
65,65,184.229318775233
70,72,197.089298525841
50,62,145.649379523411
67,72,189.373310675476
52,54,150.793371423654
88,75,243.385225628027
53,57,153.365367373775
64,61,181.657322825112
67,76,189.373310675476
73,71,204.805286376205
53,53,153.365367373775
71,58,199.661294475962
63,63,179.08532687499
72,68,202.233290426084
44,50,130.217403822682
85,83,235.669237777663
52,56,150.793371423654
64,50,181.657322825112
56,56,161.08135522414
73,68,204.805286376205
53,47,153.365367373775
74,76,207.377282326327
70,67,197.089298525841
77,81,215.093270176691
59,61,168.797343074504
69,66,194.517302575719
83,71,230.52524587742
76,75,212.521274226569
62,63,176.513330924869
46,53,135.361395722925
53,55,153.365367373775
56,61,161.08135522414
58,47,166.225347124383
70,58,197.089298525841
63,61,179.08532687499
67,59,189.373310675476
58,56,166.225347124383
57,57,163.653351174261
34,30,104.497444321467
54,53,155.937363323897
57,57,163.653351174261
64,62,181.657322825112
59,62,168.797343074504
38,37,114.785428121953
58,65,166.225347124383
51,46,148.221375473532
76,68,212.521274226569
64,64,181.657322825112
62,63,176.513330924869
62,60,176.513330924869
64,64,181.657322825112
55,48,158.509359274018
68,51,191.945306625598
58,62,166.225347124383
57,54,163.653351174261
59,64,168.797343074504
65,66,184.229318775233
77,65,215.093270176691
63,60,179.08532687499
63,53,179.08532687499
52,54,150.793371423654
59,51,168.797343074504
64,69,181.657322825112
65,67,184.229318775233
61,54,173.941334974747
67,59,189.373310675476
60,63,171.369339024626
64,59,181.657322825112
61,60,173.941334974747
58,57,166.225347124383
61,59,173.941334974747
69,63,194.517302575719
64,72,181.657322825112
58,65,166.225347124383
63,57,179.08532687499
61,68,173.941334974747
72,65,202.233290426084
73,77,204.805286376205
57,53,163.653351174261
63,60,179.08532687499
60,54,171.369339024626
59,67,168.797343074504
45,51,132.789399772804
49,47,143.07738357329
76,73,212.521274226569
65,63,184.229318775233
51,54,148.221375473532
53,54,153.365367373775
65,59,184.229318775233
58,51,166.225347124383
60,58,171.369339024626
50,58,145.649379523411
62,58,176.513330924869
59,60,168.797343074504
62,62,176.513330924869
82,80,227.953249927298
73,71,204.805286376205
60,63,171.369339024626
74,72,207.377282326327
91,79,251.101213478392
57,61,163.653351174261
79,87,220.237262076934
61,61,173.941334974747
57,61,163.653351174261
67,64,189.373310675476
76,78,212.521274226569
62,62,176.513330924869
76,71,212.521274226569
54,41,155.937363323897
51,48,148.221375473532
71,57,199.661294475962
82,79,227.953249927298
66,66,186.801314725355
61,67,173.941334974747
55,51,158.509359274018
68,69,191.945306625598
61,55,173.941334974747
66,67,186.801314725355
56,51,161.08135522414
85,83,235.669237777663
61,65,173.941334974747
73,73,204.805286376205
93,83,256.245205378635
60,48,171.369339024626
77,70,215.093270176691
52,57,150.793371423654
66,72,186.801314725355
52,53,150.793371423654
71,71,199.661294475962
96,86,263.961193228999
56,55,161.08135522414
60,59,171.369339024626
86,77,238.241233727784
67,71,189.373310675476
85,66,235.669237777663
70,77,197.089298525841
60,51,171.369339024626
67,56,189.373310675476
74,69,207.377282326327
71,60,199.661294475962
70,67,197.089298525841
78,76,217.665266126812
79,73,220.237262076934
71,70,199.661294475962
91,81,251.101213478392
69,62,194.517302575719
85,79,235.669237777663
83,82,230.52524587742
78,78,217.665266126812
71,62,199.661294475962
65,58,184.229318775233
73,66,204.805286376205
77,70,215.093270176691
78,74,217.665266126812
62,61,176.513330924869
67,60,189.373310675476
67,72,189.373310675476
72,76,202.233290426084
80,81,222.809258027055
69,74,194.517302575719
71,66,199.661294475962
50,54,145.649379523411
71,71,199.661294475962
66,74,186.801314725355
69,65,194.517302575719
68,66,191.945306625598
64,57,181.657322825112
54,50,155.937363323897
59,60,168.797343074504
43,42,127.645407872561
40,42,119.929420022196
66,64,186.801314725355
76,67,212.521274226569
54,42,155.937363323897
60,48,171.369339024626
73,64,204.805286376205
71,73,199.661294475962
75,65,209.949278276448
63,58,179.08532687499
53,49,153.365367373775
73,67,204.805286376205
65,67,184.229318775233
66,68,186.801314725355
62,63,176.513330924869
69,67,194.517302575719
53,64,153.365367373775
55,61,158.509359274018
65,60,184.229318775233
64,52,181.657322825112
66,62,186.801314725355
68,56,191.945306625598
66,58,186.801314725355
66,51,186.801314725355
53,47,153.365367373775
63,57,179.08532687499
77,73,215.093270176691
61,60,173.941334974747
49,46,143.07738357329
63,59,179.08532687499
66,59,186.801314725355
57,51,163.653351174261
59,56,168.797343074504
63,57,179.08532687499
64,61,181.657322825112
75,67,209.949278276448
40,48,119.929420022196
53,43,153.365367373775
46,45,135.361395722925
55,48,158.509359274018
48,44,140.505387623168
58,53,166.225347124383
62,63,176.513330924869
46,41,135.361395722925
60,67,171.369339024626
57,55,163.653351174261
52,52,150.793371423654
57,48,163.653351174261
52,60,150.793371423654
69,64,194.517302575719
49,43,143.07738357329
62,62,176.513330924869
52,55,150.793371423654
57,55,163.653351174261
73,66,204.805286376205
48,48,140.505387623168
49,51,143.07738357329
50,40,145.649379523411
53,56,153.365367373775
71,76,199.661294475962
59,57,168.797343074504
53,49,153.365367373775
35,45,107.069440271589
80,78,222.809258027055
58,59,166.225347124383
66,59,186.801314725355
58,65,166.225347124383
63,54,179.08532687499
51,46,148.221375473532
78,76,217.665266126812
43,49,127.645407872561
58,47,166.225347124383
61,48,173.941334974747
66,66,186.801314725355
45,48,132.789399772804
56,47,161.08135522414
74,80,207.377282326327
40,46,119.929420022196
48,43,140.505387623168
58,54,166.225347124383
58,51,166.225347124383
70,56,197.089298525841
64,53,181.657322825112
76,74,212.521274226569
63,64,179.08532687499
43,42,127.645407872561
57,50,163.653351174261
72,63,202.233290426084
57,61,163.653351174261
70,61,197.089298525841
75,69,209.949278276448
69,68,194.517302575719
68,66,191.945306625598
73,64,204.805286376205
72,61,202.233290426084
65,66,184.229318775233
80,79,222.809258027055
82,83,227.953249927298
72,73,202.233290426084
72,68,202.233290426084
71,68,199.661294475962
75,65,209.949278276448
70,66,197.089298525841
81,80,225.381253977177
69,68,194.517302575719
87,86,240.813229677906
70,64,197.089298525841
55,55,158.509359274018
58,60,166.225347124383
72,71,202.233290426084
52,59,150.793371423654
59,59,168.797343074504
86,74,238.241233727784
66,68,186.801314725355
57,55,163.653351174261
66,66,186.801314725355
60,59,171.369339024626
80,76,222.809258027055
81,80,225.381253977177
67,68,189.373310675476
70,71,197.089298525841
90,77,248.52921752827
55,48,158.509359274018
64,69,181.657322825112
73,60,204.805286376205
54,54,155.937363323897
56,49,161.08135522414
49,40,143.07738357329
56,56,161.08135522414
39,47,117.357424072075
57,60,163.653351174261
55,46,158.509359274018
54,52,155.937363323897
56,62,161.08135522414
63,59,179.08532687499
53,50,153.365367373775
43,37,127.645407872561
42,41,125.073411922439
57,46,163.653351174261
51,45,148.221375473532
48,49,140.505387623168
29,36,91.6374645708599
83,78,230.52524587742
74,61,207.377282326327
50,47,145.649379523411
67,75,189.373310675476
63,58,179.08532687499
59,65,168.797343074504
41,48,122.501415972318
60,58,171.369339024626
51,57,148.221375473532
72,61,202.233290426084
56,67,161.08135522414
60,59,171.369339024626
59,52,168.797343074504
55,59,158.509359274018
61,61,173.941334974747
47,45,137.933391673047
60,55,171.369339024626
70,66,197.089298525841
64,59,181.657322825112
66,61,186.801314725355
57,53,163.653351174261
56,53,161.08135522414
66,62,186.801314725355
76,71,212.521274226569
60,61,171.369339024626
57,54,163.653351174261
59,53,168.797343074504
63,75,179.08532687499
54,56,155.937363323897
70,76,197.089298525841
62,71,176.513330924869
61,55,173.941334974747
60,54,171.369339024626
53,57,153.365367373775
57,55,163.653351174261
70,69,197.089298525841
75,79,209.949278276448
53,47,153.365367373775
70,66,197.089298525841
56,51,161.08135522414
61,61,173.941334974747
57,58,163.653351174261
57,49,163.653351174261
56,64,161.08135522414
73,70,204.805286376205
57,54,163.653351174261
46,43,135.361395722925
62,65,176.513330924869
59,55,168.797343074504
66,67,186.801314725355
59,61,168.797343074504
36,39,109.64143622171
51,56,148.221375473532
69,63,194.517302575719
70,57,197.089298525841
60,55,171.369339024626
70,64,197.089298525841
56,51,161.08135522414
69,72,194.517302575719
41,40,122.501415972318
76,72,212.521274226569
68,63,191.945306625598
47,42,137.933391673047
51,35,148.221375473532
46,38,135.361395722925
72,75,202.233290426084
70,67,197.089298525841
72,65,202.233290426084
52,60,150.793371423654
28,39,89.0654686207384
61,60,173.941334974747
48,50,140.505387623168
40,47,119.929420022196
60,42,171.369339024626
45,44,132.789399772804
76,75,212.521274226569
74,68,207.377282326327
61,65,173.941334974747
67,73,189.373310675476
65,68,184.229318775233
88,82,243.385225628027
60,58,171.369339024626
64,69,181.657322825112
66,68,186.801314725355
64,61,181.657322825112
57,62,163.653351174261
78,74,217.665266126812
70,72,197.089298525841
78,69,217.665266126812
59,60,168.797343074504
52,57,150.793371423654
76,74,212.521274226569
76,73,212.521274226569
69,66,194.517302575719
86,70,238.241233727784
62,57,176.513330924869
73,63,204.805286376205
85,84,235.669237777663
86,81,238.241233727784
73,70,204.805286376205
75,69,209.949278276448
81,82,225.381253977177
67,61,189.373310675476
87,86,240.813229677906
68,63,191.945306625598
51,52,148.221375473532
78,72,217.665266126812
80,73,222.809258027055
73,65,204.805286376205
46,43,135.361395722925
62,65,176.513330924869
74,68,207.377282326327
80,68,222.809258027055
65,68,184.229318775233
86,76,238.241233727784
61,66,173.941334974747
47,49,137.933391673047
64,63,181.657322825112
62,61,176.513330924869
63,61,179.08532687499
50,38,145.649379523411
49,45,143.07738357329
46,49,135.361395722925
44,41,130.217403822682
55,68,158.509359274018
65,60,184.229318775233
50,45,145.649379523411
65,55,184.229318775233
65,55,184.229318775233
69,62,194.517302575719
39,36,117.357424072075
57,50,163.653351174261
58,54,166.225347124383
72,74,202.233290426084
73,66,204.805286376205
59,56,168.797343074504
59,48,168.797343074504
45,41,132.789399772804
61,64,173.941334974747
76,77,212.521274226569
60,49,171.369339024626
55,53,158.509359274018
56,64,161.08135522414
69,63,194.517302575719
62,68,176.513330924869
70,77,197.089298525841
67,72,189.373310675476
59,51,168.797343074504
44,46,130.217403822682
60,66,171.369339024626
58,58,166.225347124383
69,64,194.517302575719
53,64,153.365367373775
82,75,227.953249927298
62,68,176.513330924869
82,77,227.953249927298
61,59,173.941334974747
70,62,197.089298525841
53,52,153.365367373775
58,57,166.225347124383
56,54,161.08135522414
51,44,148.221375473532
60,59,171.369339024626
55,41,158.509359274018
55,55,158.509359274018
62,64,176.513330924869
56,52,161.08135522414
64,63,181.657322825112
59,54,168.797343074504
66,64,186.801314725355
55,59,158.509359274018
48,60,140.505387623168
62,57,176.513330924869
67,65,189.373310675476
59,60,168.797343074504
61,57,173.941334974747
72,65,202.233290426084
69,59,194.517302575719
44,52,130.217403822682
64,69,181.657322825112
56,57,161.08135522414
55,50,158.509359274018
46,42,135.361395722925
68,70,191.945306625598
66,69,186.801314725355
68,61,191.945306625598
65,59,184.229318775233
67,73,189.373310675476
58,63,166.225347124383
44,44,130.217403822682
76,62,212.521274226569
62,69,176.513330924869
52,54,150.793371423654
37,50,112.213432171832
70,61,197.089298525841
70,67,197.089298525841
56,62,161.08135522414
58,55,166.225347124383
48,41,140.505387623168
50,51,145.649379523411
71,72,199.661294475962
59,60,168.797343074504
63,61,179.08532687499
50,46,145.649379523411
43,39,127.645407872561
68,69,191.945306625598
54,61,155.937363323897
64,60,181.657322825112
44,38,130.217403822682
54,44,155.937363323897
73,77,204.805286376205
63,57,179.08532687499
54,47,155.937363323897
66,65,186.801314725355
66,66,186.801314725355
70,72,197.089298525841
68,62,191.945306625598
73,74,204.805286376205
79,69,220.237262076934
42,54,125.073411922439
57,55,163.653351174261
64,63,181.657322825112
59,54,168.797343074504
79,67,220.237262076934
65,52,184.229318775233
74,67,207.377282326327
68,72,191.945306625598
59,52,168.797343074504
61,54,173.941334974747
66,61,186.801314725355
43,42,127.645407872561
50,45,145.649379523411
65,59,184.229318775233
59,51,168.797343074504
52,49,150.793371423654
54,50,155.937363323897
53,51,153.365367373775
52,53,150.793371423654
79,73,220.237262076934
49,54,143.07738357329
53,61,153.365367373775
70,71,197.089298525841
54,45,155.937363323897
62,63,176.513330924869
47,44,137.933391673047
68,59,191.945306625598
65,55,184.229318775233
81,75,225.381253977177
54,51,155.937363323897
64,61,181.657322825112
51,52,148.221375473532
69,63,194.517302575719
53,57,153.365367373775
64,63,181.657322825112
76,77,212.521274226569
70,62,197.089298525841
71,60,199.661294475962
46,60,135.361395722925
62,50,176.513330924869
48,63,140.505387623168
70,68,197.089298525841
53,61,153.365367373775
51,53,148.221375473532
55,62,158.509359274018
52,50,150.793371423654
71,61,199.661294475962
78,85,217.665266126812
65,63,184.229318775233
60,55,171.369339024626
46,43,135.361395722925
88,74,243.385225628027
62,55,176.513330924869
64,65,181.657322825112
75,71,209.949278276448
72,58,202.233290426084
62,60,176.513330924869
69,78,194.517302575719
68,54,191.945306625598
54,49,155.937363323897
61,68,173.941334974747
59,55,168.797343074504
52,48,150.793371423654
51,54,148.221375473532
68,57,191.945306625598
69,64,194.517302575719
57,68,163.653351174261
69,55,194.517302575719
58,66,166.225347124383
91,89,251.101213478392
67,56,189.373310675476
58,47,166.225347124383
67,65,189.373310675476
69,66,194.517302575719
62,53,176.513330924869
61,61,173.941334974747
58,58,166.225347124383
60,56,171.369339024626
81,78,225.381253977177
81,71,225.381253977177
67,65,189.373310675476
70,63,197.089298525841
79,74,220.237262076934
57,51,163.653351174261
70,56,197.089298525841
52,50,150.793371423654
76,74,212.521274226569
74,73,207.377282326327
85,89,235.669237777663
67,68,189.373310675476
79,80,220.237262076934
69,68,194.517302575719
66,72,186.801314725355
69,69,194.517302575719
75,71,209.949278276448
69,79,194.517302575719
53,54,153.365367373775
60,52,171.369339024626
76,63,212.521274226569
72,76,202.233290426084
82,68,227.953249927298
67,62,189.373310675476
76,69,212.521274226569
70,64,197.089298525841
64,58,181.657322825112
76,74,212.521274226569
57,57,163.653351174261
62,59,176.513330924869
70,62,197.089298525841
74,75,207.377282326327
72,60,202.233290426084
71,62,199.661294475962
74,74,207.377282326327
82,75,227.953249927298
87,79,240.813229677906
74,67,207.377282326327
65,68,184.229318775233
73,72,204.805286376205
62,63,176.513330924869
65,56,184.229318775233
59,57,168.797343074504
64,61,181.657322825112
75,65,209.949278276448
61,55,173.941334974747
67,57,189.373310675476
62,57,176.513330924869
68,63,191.945306625598
55,61,158.509359274018
65,56,184.229318775233
63,57,179.08532687499
70,56,197.089298525841
55,58,158.509359274018
72,67,202.233290426084
60,55,171.369339024626
35,39,107.069440271589
64,59,181.657322825112
71,61,199.661294475962
60,57,171.369339024626
62,60,176.513330924869
